Model,href,Exterior color,Interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,VIN,Stock #,Mileage,Accidents or damage,1-owner vehicle,Personal use only,Price
2011 Ford Mustang V6 Premium,/vehicledetail/a3675564-2635-4166-84a4-88c3ce42ac2b/,Sterling Gray Metallic,Saddle,Rear-wheel Drive,"19–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,1ZVBP8AM2B5145080,R5845A,"82,710 mi.",None reported,Yes,No,"$12,962"
2018 Mercedes-Benz AMG CLA 45 Base 4MATIC,/vehicledetail/ccb18084-bc0d-4229-8cca-5d757c7db459/,Mountain Gray Metallic,Black,All-wheel Drive,"23–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ5CB8JN575442,DN047485A,"42,021 mi.",None reported,Yes,No,"$39,848"
2021 Nissan Titan XD SV,/vehicledetail/d091ea83-97c5-4390-804c-7ecc55e68445/,Glacier White,–,Four-wheel Drive,–,Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,1N6AA1FB9MN535771,MN535771,"15,671 mi.",None reported,Yes,Yes,"$42,875"
2018 Audi RS 5 2.9T,/vehicledetail/1321d5c9-a9ec-486c-ba32-6485130f743f/,Glacier White Metallic,Black / Crescendo Red,All-wheel Drive,"18–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WUARWAF53JA903854,W95356,"15,408 mi.",None reported,Yes,Yes,"$58,990"
2019 Toyota RAV4 Hybrid LE,/vehicledetail/f75cf7e4-3d49-4229-8d36-9666cd3c8743/,Silver,Black,All-wheel Drive,"41–38



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2T3MWRFV5KW019181,23087751,"20,198 mi.",None reported,Yes,Yes,"$36,998"
2014 Volkswagen Passat Auto Wolfsburg Ed,/vehicledetail/5a9af4d0-0a71-449c-ae3a-aa45023ca224/?attribution_type=isa,–,–,Front-wheel Drive,"24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,1.8L I4 16V GDI DOHC Turbo,1VWAT7A31EC050969,23F233A,"124,657 mi.",At least 1 accident or damage reported,No,Yes,"$9,995"
2023 Polestar 2 Long Range Dual Motor,/vehicledetail/3d78d8a3-112c-48f7-b548-e3efcbb3d34c/,Magnesium Metallic,–,All-wheel Drive,Electric,1-Speed Automatic,Electric,YSMED3KA4PL112881,RSL201A,"3,912 mi.",None reported,Yes,Yes,Yes,"$62,499"
2023 BMW M3 Competition xDrive,/vehicledetail/5d14b08b-2f19-4538-bc22-c8c30a6b5296/,Tanzanite Blue II Metallic,Black,All-wheel Drive,–,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,WBS43AY01PFP35069,B41559DM,902 mi.,None reported,Yes,Yes,"$100,977"
2015 Honda Odyssey LX,/vehicledetail/218a6408-b7b8-408d-b231-af8d850f99a3/,Modern Steel Metallic,Gray,Front-wheel Drive,"19–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H26FB058576,B058576,"44,356 mi.",None reported,Yes,Yes,"$18,198"
2019 Volkswagen Tiguan 2.0T SE,/vehicledetail/1cb339c5-048b-455f-aa29-c7c9503efe80/,Pure White,Gray,All-wheel Drive,"21–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV2B7AX4KM190359,23927035,"29,711 mi.",None reported,Yes,Yes,"$25,998"
2022 Nissan Pathfinder Platinum,/vehicledetail/0bf26a6c-d534-40d8-b4d5-cae6d2801b1e/,Gray 2 Tone,Charcoal,Front-wheel Drive,"21–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,3.5L V6 24V GDI DOHC,5N1DR3DH0NC228381,Q71981A,"14,000 mi.",None reported,Yes,Yes,"$46,389"
2016 Audi A8 L 3.0T,/vehicledetail/1846f4a8-061a-4ee1-8097-9e0b6fe69b5d/,Monsoon Gray Metallic,Black,All-wheel Drive,"19–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WAU34AFD0GN002214,002214,"84,414 mi.",None reported,Yes,No,"$26,900"
2012 Audi A5 2.0T Premium,/vehicledetail/c78bf46b-63ad-4583-b784-85476177d941/,Red,Black,All-wheel Drive,"21–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WAULFAFR5CA017086,BL-017086,"38,535 mi.",None reported,Yes,Yes,"$16,995"
2019 Lincoln Navigator Black Label,/vehicledetail/2b7d3cd1-47fa-4bae-a291-a62fc319b106/,Chroma Crystal Blue Metallic,Coastal Blue,Four-wheel Drive,"16–21



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2TT5KEL01493,L01493G,"44,596 mi.",None reported,Yes,No,"$63,499"
2023 Toyota Tacoma TRD Pro,/vehicledetail/37a0a59c-7e6e-4b40-977d-8d0aff5cb133/,Black,Black,Four-wheel Drive,–,Gasoline,6-Speed,3.5L V6 24V PDI DOHC,3TYCZ5AN3PT121708,220287A,"1,059 mi.",None reported,Yes,Yes,"$56,999"
2021 BMW 740 i,/vehicledetail/c1771cbe-4a5a-44aa-8020-8e3e600b68c5/,Donington Gray Metallic,Black,Rear-wheel Drive,"22–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA7T2C03MCF21117,F21117,"42,221 mi.",None reported,Yes,Yes,"$49,990"
2018 Lexus ES 350 Base,/vehicledetail/4da5ce88-97c2-47a8-80dc-b80fc720639a/,Atomic Silver,Black,Front-wheel Drive,"21–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,58ABK1GG7JU083033,L83033,"26,700 mi.",None reported,Yes,No,"$28,450"
2018 Audi A3 e-tron 1.4T Premium,/vehicledetail/e7d69c32-a108-454a-b8fe-31fda4cee367/,Florett Silver Metallic,Black,Front-wheel Drive,–,Hybrid,6-Speed Automatic with Auto-Shift,1.4L I4 16V GDI DOHC Turbo Hybrid,WAUUPBFF6JA078439,24098890,"31,385 mi.",None reported,Yes,No,"$25,998"
"2022 Polestar 2 Long range Dual motor - All Wheel Drive (AWD) - Pilot,Performance",/vehicledetail/1d5e40bf-94af-4bcb-8b2f-48e939c57c69/,Snow,Charcoal Embossed Textile with 3D Etched deco,All-wheel Drive,"249



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",All-Electric,–,Electric,LPSED3KAXNL073473,–,"3,001 mi.",None reported,Yes,Yes,"$47,990"
2023 BMW 430 Gran Coupe i xDrive,/vehicledetail/8afcec8e-70c8-4d68-8dde-29689c03a3d8/,Tanzanite Blue II Metallic,Black,All-wheel Drive,–,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA73AV06PFN32071,544368A,"12,551 mi.",None reported,Yes,Yes,"$45,885"
2021 Ford Expedition Max XLT,/vehicledetail/2dc7aeb4-13e7-4b42-a172-f9f394231ed1/?attribution_type=isa,Star White,Ebony,Four-wheel Drive,"16–21



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK1JT8MEA48606,MC9772,"38,413 mi.",None reported,Yes,Yes,"$55,991"
2016 Volvo S60 Inscription T5 Drive-E Platinum,/vehicledetail/ba3d1766-8fc8-40db-8bd1-724ae9f4137d/,Ice White,Beechwood,Front-wheel Drive,"25–37



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LYV402FM4GB090046,GB090046,"115,236 mi.",None reported,No,Yes,"$14,995"
2022 Volkswagen Golf GTI 2.0T Autobahn,/vehicledetail/16bd54fb-b719-4e50-9511-e4c1ab2eead4/,Pomelo Yellow,Titan Black,Front-wheel Drive,"25–34



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVW587CD1NW125647,NW125647,"10,573 mi.",None reported,Yes,Yes,"$38,999"
2020 BMW M340 i,/vehicledetail/981f1ff2-7374-4734-a49c-c8727fddec38/,Portimao Blue Metallic,Black,Rear-wheel Drive,"22–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5U7C07LFH07127,LFH07127,"35,779 mi.",None reported,Yes,Yes,"$44,488"
2016 GMC Canyon SLT,/vehicledetail/9255ae40-75d8-45ef-9bd1-68482b46795c/,Onyx Black,Jet Black,Rear-wheel Drive,"18–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GTG5DE33G1361950,M054010A,"87,277 mi.",At least 1 accident or damage reported,No,Yes,"$18,995"
2020 Alfa Romeo Stelvio Ti Sport,/vehicledetail/d191e188-a69c-43d0-9a4b-b2e2c09b07dd/,Alfa White,Black,All-wheel Drive,"22–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASPAKBN6L7C92966,PL7C92966,"21,327 mi.",None reported,Yes,Yes,"$35,189"
2017 Maserati Quattroporte S Q4 GranLusso,/vehicledetail/a262d17d-8cb1-4197-b40d-8351dbf039c5/,Champagne Metallescent,Sabbia,All-wheel Drive,"16–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZAM56RRL0H1211464,N10949,"40,723 mi.",None reported,No,Yes,"$28,000"
2015 Mitsubishi Lancer Evolution GSR,/vehicledetail/14ba9b81-1ab1-4715-a2fa-29f7ba0ff6db/,Octane Blue Pearl,Black,All-wheel Drive,"17–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Manual,2.0L I4 16V MPFI DOHC Turbo,JA32W8FV9FU015265,778,"29,256 mi.",At least 1 accident or damage reported,No,Yes,"$37,995"
2014 Toyota Prius Three,/vehicledetail/987ced8b-eb38-46e9-8dbc-99e7cc00ee96/,Blue,Black,Front-wheel Drive,"51–48



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,JTDKN3DU9E1794023,794023,"50,387 mi.",None reported,No,Yes,"$17,900"
2020 Ford Edge SEL,/vehicledetail/9bde7677-96a7-43c9-9d21-29c5e2bceea1/,Blue,Ebony,All-wheel Drive,"21–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4J90LBB65123,PZ188435H,"27,522 mi.",None reported,Yes,Yes,"$29,480"
2021 Chevrolet Silverado 1500 Custom Trail Boss,/vehicledetail/66340cbf-2ff7-4434-9394-180ae4f767bb/,Black,Black,Four-wheel Drive,"15–20



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,3GCPYCEF7MG436996,F436996,"24,328 mi.",None reported,Yes,Yes,"$46,777"
2020 Toyota Tundra Limited,/vehicledetail/728cfb04-f709-4777-8b64-8e080deaa4de/,Silver Sky Metallic,Graphite,Four-wheel Drive,"13–17



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFHY5F15LX934983,LX934983C,"19,622 mi.",None reported,Yes,Yes,"$47,995"
2015 Mercedes-Benz M-Class ML 350 4MATIC,/vehicledetail/873cc34e-e296-4f64-973b-525f3363c3ce/,Black,Almond Beige,All-wheel Drive,"17–22



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",E85 Flex Fuel,7-Speed Automatic,3.5L V6 24V GDI DOHC Flexible Fuel,4JGDA5HB3FA444859,U57339B,"76,985 mi.",At least 1 accident or damage reported,No,Yes,"$22,988"
2019 BMW M6 Gran Coupe Gran Coupe,/vehicledetail/e4be051b-ef9e-47a6-a3d2-1188ac312e33/,Ruby Black Metallic,Black,Rear-wheel Drive,"14–20



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic with Auto-Shift,4.4L V8 32V GDI DOHC Twin Turbo,WBS6E9C56KG808430,XA1765,"11,410 mi.",None reported,Yes,Yes,"$64,995"
2019 GMC Sierra 1500 Limited Base,/vehicledetail/ae99f179-ba48-4833-8725-013f27ac4b67/,Blue,Gray,Four-wheel Drive,"16–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,2GTV2LEC8K1167346,167346,"32,914 mi.",None reported,No,Yes,"$34,987"
2020 Chevrolet Silverado 1500 RST,/vehicledetail/bcd6b119-08fe-4140-9f5b-0a9ae227479e/,Cajun Red Tintcoat,–,Rear-wheel Drive,"20–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,3GCPWDED7LG189312,LG189312,"18,380 mi.",At least 1 accident or damage reported,Yes,Yes,"$40,482"
2022 BMW M850 Gran Coupe i xDrive,/vehicledetail/3bfae774-56b6-4262-a605-91e8c31a41e2/,Black Sapphire Metallic,Night Blue,All-wheel Drive,"17–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBAGV8C04NCH29330,NCH29330,"18,210 mi.",None reported,Yes,Yes,"$78,329"
2014 Chevrolet Express 3500 LT,/vehicledetail/3bab1edf-40c6-4a18-83be-7e605d2fb363/,Cyber Gray Metallic,Medium Pewter,Rear-wheel Drive,–,Gasoline,6-Speed Automatic,6.0L V8 16V MPFI OHV,1GAZG1FGXE1181986,PU3153A,"24,338 mi.",None reported,No,No,"$36,296"
2013 Jaguar XJ Base,/vehicledetail/6e13fd34-e72e-4a37-a76f-6365d699b495/,Rhodium Silver Metallic,Jet / Ivory,Rear-wheel Drive,"18–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SAJWA1C79D8V47427,V47427,"39,162 mi.",At least 1 accident or damage reported,No,Yes,"$21,495"
2022 Toyota RAV4 Prime XSE,/vehicledetail/1946fcdf-2318-4e25-9dee-35c2bbd7e6d2/,Silver Sky Metallic,Black,All-wheel Drive,–,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTMEB3FV2ND079238,P17393,"12,959 mi.",None reported,Yes,Yes,"$53,990"
2022 Mazda CX-5 2.5 S Premium Plus Package,/vehicledetail/999ab554-16ea-443b-abb6-c553f6e5a0cf/?attribution_type=isa,Machine Gray Metallic,Black,All-wheel Drive,"24–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBEM6N0577323,AN7132A,"2,740 mi.",None reported,Yes,Yes,"$34,775"
2016 Kia Sedona EX,/vehicledetail/6ff9291b-1077-4bbf-a242-83c0113cbebf/,Platinum Graphite Pearl Metallic,Gray,Front-wheel Drive,"18–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,KNDMC5C17G6112151,G6112151,"62,265 mi.",At least 1 accident or damage reported,Yes,No,"$19,677"
2019 Mitsubishi Eclipse Cross SEL,/vehicledetail/324ca704-402a-4438-a57a-cb17ac068d51/,Diamond Red,Black,Four-wheel Drive,"25–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JA4AT5AA6KZ002117,U23028,"47,708 mi.",None reported,Yes,Yes,"$21,999"
2016 Acura RDX Base,/vehicledetail/1ea9e1eb-4e34-44eb-9736-e96b2e60eea0/,White Diamond Pearl,Parchment,All-wheel Drive,"19–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J8TB4H5XGL028607,23K881A,"64,688 mi.",None reported,Yes,No,"$21,295"
2006 Ford F-350 Lariat Super Duty,/vehicledetail/7aadc751-56e6-4174-9762-0ad016ecb6d6/,Burgundy / Silver,Gray,Four-wheel Drive,–,Diesel,Automatic,6.0L V8 32V DDI OHV Turbo Diesel,1FTWW33P76ED18910,4357,"115,292 mi.",None reported,Yes,No,"$21,995"
2021 Lexus UX 250h Base,/vehicledetail/a76a6483-43a9-47fe-aa99-f68489d6f94f/,Gray,Cream,All-wheel Drive,"41–38



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,2.0L I4 16V PDI DOHC Hybrid,JTHP9JBH8M2050831,23318015,"9,231 mi.",None reported,Yes,Yes,"$38,998"
2018 Mercedes-Benz E-Class E 300,/vehicledetail/15801ff3-907d-435d-9082-e960080025b0/,Silver,Black,Rear-wheel Drive,"22–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB7JA324397,24056111,"21,858 mi.",None reported,Yes,Yes,"$35,998"
